TIME,T,RRR
15.07.2023 14:00,35.5,No precipitation
15.07.2023 11:00,33.0,No precipitation
15.07.2023 08:00,30.4,No precipitation
15.07.2023 05:00,28.9,No precipitation
15.07.2023 02:00,30.3,No precipitation
14.07.2023 23:00,31.1,No precipitation
14.07.2023 20:00,31.8,No precipitation
14.07.2023 17:00,34.0,No precipitation
14.07.2023 14:00,34.0,No precipitation
14.07.2023 11:00,31.0,No precipitation
14.07.2023 08:00,28.7,No precipitation
14.07.2023 05:00,27.4,No precipitation
14.07.2023 02:00,28.1,No precipitation
13.07.2023 23:00,28.3,No precipitation
13.07.2023 20:00,28.0,
13.07.2023 17:00,29.3,0.1
13.07.2023 14:00,30.4,0.1
13.07.2023 11:00,28.5,1
13.07.2023 08:00,26.6,9
13.07.2023 05:00,26.9,12
13.07.2023 02:00,27.3,12
12.07.2023 23:00,28.7,11
12.07.2023 20:00,29.3,
12.07.2023 17:00,33.2,No precipitation
12.07.2023 14:00,31.6,6
12.07.2023 11:00,29.4,28
12.07.2023 08:00,26.1,28
12.07.2023 05:00,24.9,30
12.07.2023 02:00,24.8,28
11.07.2023 23:00,26.1,6
11.07.2023 20:00,27.0,6
11.07.2023 17:00,27.8,4
11.07.2023 14:00,36.7,No precipitation
11.07.2023 11:00,35.2,No precipitation
11.07.2023 08:00,31.4,No precipitation
11.07.2023 05:00,30.8,No precipitation
11.07.2023 02:00,31.6,No precipitation
10.07.2023 23:00,33.0,No precipitation
10.07.2023 20:00,34.2,No precipitation
10.07.2023 17:00,36.6,No precipitation
10.07.2023 14:00,36.1,No precipitation
10.07.2023 11:00,34.2,No precipitation
10.07.2023 08:00,30.9,No precipitation
10.07.2023 05:00,30.1,No precipitation
10.07.2023 02:00,31.0,No precipitation
09.07.2023 23:00,32.4,No precipitation
09.07.2023 20:00,34.7,No precipitation
09.07.2023 17:00,38.6,No precipitation
09.07.2023 14:00,40.4,No precipitation
09.07.2023 11:00,38.8,No precipitation
09.07.2023 08:00,34.0,No precipitation
09.07.2023 05:00,26.2,No precipitation
09.07.2023 02:00,28.2,No precipitation
08.07.2023 23:00,33.5,No precipitation
08.07.2023 20:00,35.8,No precipitation
08.07.2023 17:00,40.3,No precipitation
08.07.2023 14:00,40.9,No precipitation
08.07.2023 11:00,36.9,No precipitation
08.07.2023 08:00,32.1,No precipitation
08.07.2023 05:00,23.8,No precipitation
08.07.2023 02:00,26.3,No precipitation
07.07.2023 23:00,28.9,No precipitation
07.07.2023 20:00,34.8,No precipitation
07.07.2023 17:00,38.1,No precipitation
07.07.2023 14:00,37.9,No precipitation
07.07.2023 11:00,34.6,No precipitation
07.07.2023 08:00,29.7,No precipitation
07.07.2023 05:00,22.0,No precipitation
07.07.2023 02:00,25.5,No precipitation
06.07.2023 23:00,26.1,No precipitation
06.07.2023 20:00,30.2,No precipitation
06.07.2023 17:00,30.8,No precipitation
06.07.2023 14:00,32.3,No precipitation
06.07.2023 11:00,30.8,No precipitation
06.07.2023 08:00,28.5,No precipitation
06.07.2023 05:00,28.6,No precipitation
06.07.2023 02:00,29.7,No precipitation
05.07.2023 23:00,31.6,No precipitation
05.07.2023 20:00,32.9,No precipitation
05.07.2023 17:00,37.0,No precipitation
05.07.2023 14:00,38.5,No precipitation
05.07.2023 11:00,34.8,No precipitation
05.07.2023 08:00,29.4,No precipitation
05.07.2023 05:00,21.9,No precipitation
05.07.2023 02:00,24.1,No precipitation
04.07.2023 23:00,30.2,No precipitation
04.07.2023 20:00,32.5,No precipitation
04.07.2023 17:00,35.7,No precipitation
04.07.2023 14:00,33.9,No precipitation
04.07.2023 11:00,30.4,No precipitation
04.07.2023 08:00,25.9,No precipitation
04.07.2023 05:00,24.7,2
04.07.2023 02:00,25.2,9
03.07.2023 23:00,25.5,11
03.07.2023 20:00,26.1,11
03.07.2023 17:00,24.2,9
03.07.2023 14:00,28.6,1
03.07.2023 11:00,28.1,0.2
03.07.2023 08:00,27.9,6
03.07.2023 05:00,26.9,8
03.07.2023 02:00,27.0,8
02.07.2023 23:00,26.5,8
02.07.2023 20:00,27.9,2
02.07.2023 17:00,30.1,0.1
02.07.2023 14:00,30.8,0.1
02.07.2023 11:00,30.5,No precipitation
02.07.2023 08:00,28.5,No precipitation
02.07.2023 05:00,28.6,No precipitation
02.07.2023 02:00,28.9,No precipitation
01.07.2023 23:00,30.4,No precipitation
01.07.2023 20:00,31.6,No precipitation
01.07.2023 17:00,33.4,No precipitation
01.07.2023 14:00,34.0,No precipitation
01.07.2023 11:00,33.0,No precipitation
01.07.2023 08:00,30.0,No precipitation
01.07.2023 05:00,26.3,No precipitation
01.07.2023 02:00,25.9,No precipitation
30.06.2023 23:00,29.3,No precipitation
30.06.2023 20:00,33.6,No precipitation
30.06.2023 17:00,36.5,No precipitation
30.06.2023 14:00,36.2,No precipitation
30.06.2023 11:00,34.6,No precipitation
30.06.2023 08:00,30.1,No precipitation
30.06.2023 05:00,23.6,No precipitation
30.06.2023 02:00,27.9,No precipitation
29.06.2023 23:00,28.2,No precipitation
29.06.2023 20:00,30.2,No precipitation
29.06.2023 17:00,32.8,0.1
29.06.2023 14:00,32.1,0.3
29.06.2023 11:00,27.9,0.4
29.06.2023 08:00,25.0,0.4
29.06.2023 05:00,25.4,0.3
29.06.2023 02:00,27.6,4
28.06.2023 23:00,28.4,3
28.06.2023 20:00,28.3,3
28.06.2023 17:00,27.8,3
28.06.2023 14:00,31.8,No precipitation
28.06.2023 11:00,31.2,No precipitation
28.06.2023 08:00,29.6,No precipitation
28.06.2023 05:00,29.6,No precipitation
28.06.2023 02:00,30.6,No precipitation
27.06.2023 23:00,32.4,No precipitation
27.06.2023 20:00,34.0,No precipitation
27.06.2023 17:00,36.4,No precipitation
27.06.2023 14:00,35.9,No precipitation
27.06.2023 11:00,33.0,No precipitation
27.06.2023 08:00,29.4,No precipitation
27.06.2023 05:00,27.8,No precipitation
27.06.2023 02:00,29.2,No precipitation
26.06.2023 23:00,30.9,No precipitation
26.06.2023 20:00,32.2,No precipitation
26.06.2023 17:00,34.2,No precipitation
26.06.2023 14:00,33.9,No precipitation
26.06.2023 11:00,31.3,No precipitation
26.06.2023 08:00,26.5,No precipitation
26.06.2023 05:00,23.4,No precipitation
26.06.2023 02:00,23.6,No precipitation
25.06.2023 23:00,25.1,No precipitation
25.06.2023 20:00,27.3,No precipitation
25.06.2023 17:00,31.0,No precipitation
25.06.2023 14:00,31.4,No precipitation
25.06.2023 11:00,29.6,No precipitation
25.06.2023 08:00,26.5,No precipitation
25.06.2023 05:00,26.9,No precipitation
25.06.2023 02:00,28.6,No precipitation
24.06.2023 23:00,30.5,No precipitation
24.06.2023 20:00,32.4,No precipitation
24.06.2023 17:00,34.8,No precipitation
24.06.2023 14:00,34.5,No precipitation
24.06.2023 11:00,32.9,No precipitation
24.06.2023 08:00,30.2,No precipitation
24.06.2023 05:00,21.7,No precipitation
24.06.2023 02:00,23.6,No precipitation
23.06.2023 23:00,26.7,No precipitation
23.06.2023 20:00,32.8,No precipitation
23.06.2023 17:00,35.7,No precipitation
23.06.2023 14:00,35.8,No precipitation
23.06.2023 11:00,34.1,No precipitation
23.06.2023 08:00,29.9,No precipitation
23.06.2023 05:00,22.8,No precipitation
23.06.2023 02:00,27.8,No precipitation
22.06.2023 23:00,30.4,No precipitation
22.06.2023 20:00,32.9,No precipitation
22.06.2023 17:00,35.8,No precipitation
22.06.2023 14:00,35.3,No precipitation
22.06.2023 11:00,33.6,No precipitation
22.06.2023 08:00,30.1,No precipitation
22.06.2023 05:00,23.6,No precipitation
22.06.2023 02:00,25.9,No precipitation
21.06.2023 23:00,28.2,No precipitation
21.06.2023 20:00,30.9,No precipitation
21.06.2023 17:00,32.9,No precipitation
21.06.2023 14:00,33.9,No precipitation
21.06.2023 11:00,31.9,No precipitation
21.06.2023 08:00,29.0,No precipitation
21.06.2023 05:00,27.1,No precipitation
21.06.2023 02:00,28.6,No precipitation
20.06.2023 23:00,29.1,No precipitation
20.06.2023 20:00,31.2,No precipitation
20.06.2023 17:00,34.1,No precipitation
20.06.2023 14:00,34.3,No precipitation
20.06.2023 11:00,31.1,No precipitation
20.06.2023 08:00,26.2,No precipitation
20.06.2023 05:00,22.9,No precipitation
20.06.2023 02:00,24.5,No precipitation
19.06.2023 23:00,26.4,No precipitation
19.06.2023 20:00,28.5,No precipitation
19.06.2023 17:00,30.6,No precipitation
19.06.2023 14:00,30.0,No precipitation
19.06.2023 11:00,27.5,0.1
19.06.2023 08:00,23.2,1
19.06.2023 05:00,22.0,6
19.06.2023 02:00,22.1,8
18.06.2023 23:00,22.6,4
18.06.2023 20:00,23.0,5
18.06.2023 17:00,23.4,5
18.06.2023 14:00,23.7,2
18.06.2023 08:00,23.5,No precipitation
18.06.2023 05:00,22.5,No precipitation
18.06.2023 02:00,22.8,No precipitation
17.06.2023 23:00,22.9,No precipitation
17.06.2023 20:00,23.6,No precipitation
17.06.2023 17:00,24.4,No precipitation
17.06.2023 14:00,25.1,2
17.06.2023 11:00,22.7,5
17.06.2023 08:00,21.4,5
17.06.2023 05:00,21.4,3
17.06.2023 02:00,25.1,No precipitation
16.06.2023 23:00,25.4,No precipitation
16.06.2023 20:00,26.9,No precipitation
16.06.2023 17:00,30.5,No precipitation
16.06.2023 14:00,30.7,No precipitation
16.06.2023 11:00,30.4,No precipitation
16.06.2023 08:00,28.0,No precipitation
16.06.2023 05:00,26.6,No precipitation
16.06.2023 02:00,28.8,No precipitation
15.06.2023 23:00,30.3,No precipitation
15.06.2023 20:00,33.0,No precipitation
15.06.2023 17:00,35.7,No precipitation
15.06.2023 14:00,35.7,No precipitation
15.06.2023 08:00,30.4,No precipitation
15.06.2023 05:00,22.4,No precipitation
15.06.2023 02:00,29.2,No precipitation
14.06.2023 23:00,30.0,No precipitation
14.06.2023 20:00,32.2,No precipitation
14.06.2023 17:00,37.0,No precipitation
14.06.2023 14:00,36.0,No precipitation
14.06.2023 11:00,33.2,No precipitation
14.06.2023 08:00,27.8,No precipitation
14.06.2023 05:00,20.2,No precipitation
14.06.2023 02:00,22.3,No precipitation
13.06.2023 23:00,24.6,No precipitation
13.06.2023 20:00,29.1,No precipitation
13.06.2023 17:00,33.4,No precipitation
13.06.2023 14:00,33.0,No precipitation
13.06.2023 11:00,29.8,No precipitation
13.06.2023 08:00,26.0,No precipitation
13.06.2023 05:00,23.6,No precipitation
13.06.2023 02:00,25.0,No precipitation
12.06.2023 23:00,25.5,No precipitation
12.06.2023 20:00,27.3,No precipitation
12.06.2023 17:00,29.6,No precipitation
12.06.2023 14:00,28.6,No precipitation
12.06.2023 11:00,26.8,0.5
12.06.2023 08:00,24.1,3
12.06.2023 05:00,19.5,3
12.06.2023 02:00,21.4,3
11.06.2023 23:00,22.9,2
11.06.2023 20:00,29.8,No precipitation
11.06.2023 17:00,32.5,No precipitation
11.06.2023 14:00,33.4,No precipitation
11.06.2023 11:00,30.8,No precipitation
11.06.2023 08:00,27.0,No precipitation
11.06.2023 05:00,23.3,No precipitation
11.06.2023 02:00,23.9,No precipitation
10.06.2023 23:00,27.3,No precipitation
10.06.2023 20:00,32.0,No precipitation
10.06.2023 17:00,34.3,No precipitation
10.06.2023 14:00,33.9,No precipitation
10.06.2023 11:00,31.5,No precipitation
10.06.2023 08:00,28.8,No precipitation
10.06.2023 05:00,23.8,No precipitation
10.06.2023 02:00,24.8,No precipitation
09.06.2023 23:00,28.7,No precipitation
09.06.2023 20:00,34.1,No precipitation
09.06.2023 17:00,37.9,No precipitation
09.06.2023 14:00,37.0,No precipitation
09.06.2023 11:00,34.4,No precipitation
09.06.2023 08:00,30.1,No precipitation
09.06.2023 05:00,19.8,No precipitation
09.06.2023 02:00,21.2,No precipitation
08.06.2023 23:00,25.2,No precipitation
08.06.2023 20:00,31.5,No precipitation
08.06.2023 17:00,36.1,No precipitation
08.06.2023 14:00,35.1,No precipitation
08.06.2023 11:00,32.8,No precipitation
08.06.2023 08:00,29.1,No precipitation
08.06.2023 05:00,26.7,No precipitation
08.06.2023 02:00,27.8,No precipitation
07.06.2023 23:00,26.2,No precipitation
07.06.2023 20:00,30.3,No precipitation
07.06.2023 17:00,34.3,No precipitation
07.06.2023 14:00,33.4,No precipitation
07.06.2023 11:00,32.2,0.2
07.06.2023 08:00,27.2,No precipitation
07.06.2023 05:00,20.9,No precipitation
07.06.2023 02:00,21.9,No precipitation
06.06.2023 23:00,23.9,No precipitation
06.06.2023 20:00,27.6,No precipitation
06.06.2023 17:00,34.7,No precipitation
06.06.2023 14:00,33.6,No precipitation
06.06.2023 11:00,30.9,No precipitation
06.06.2023 08:00,24.1,No precipitation
06.06.2023 05:00,15.9,No precipitation
06.06.2023 02:00,17.0,No precipitation
05.06.2023 23:00,18.7,No precipitation
05.06.2023 20:00,22.9,No precipitation
05.06.2023 17:00,25.8,No precipitation
05.06.2023 14:00,25.5,No precipitation
05.06.2023 11:00,23.5,No precipitation
05.06.2023 08:00,20.2,0.1
05.06.2023 05:00,16.1,0.2
05.06.2023 02:00,17.3,2
04.06.2023 23:00,17.9,3
04.06.2023 20:00,18.5,2
04.06.2023 17:00,18.9,3
04.06.2023 14:00,20.2,2
04.06.2023 11:00,20.7,2
04.06.2023 08:00,17.6,2
04.06.2023 05:00,16.4,2
04.06.2023 02:00,17.6,1
03.06.2023 23:00,18.4,0.8
03.06.2023 20:00,20.0,0.5
03.06.2023 17:00,21.4,0.5
03.06.2023 14:00,24.5,No precipitation
03.06.2023 11:00,23.2,No precipitation
03.06.2023 08:00,20.7,No precipitation
03.06.2023 05:00,18.6,No precipitation
03.06.2023 02:00,19.9,0.1
02.06.2023 23:00,19.7,0.1
02.06.2023 20:00,22.8,0.1
02.06.2023 17:00,24.4,0.3
02.06.2023 14:00,23.5,0.2
02.06.2023 11:00,25.0,0.2
02.06.2023 08:00,24.2,0.2
02.06.2023 05:00,25.8,No precipitation
02.06.2023 02:00,21.3,No precipitation
01.06.2023 23:00,21.7,No precipitation
01.06.2023 20:00,26.8,No precipitation
01.06.2023 17:00,32.2,No precipitation
01.06.2023 14:00,31.3,No precipitation
01.06.2023 11:00,27.8,No precipitation
01.06.2023 08:00,23.3,No precipitation
01.06.2023 05:00,21.6,No precipitation
01.06.2023 02:00,22.7,No precipitation
31.05.2023 23:00,24.3,No precipitation
31.05.2023 20:00,25.8,No precipitation
31.05.2023 17:00,27.3,No precipitation
31.05.2023 14:00,26.8,No precipitation
31.05.2023 11:00,25.1,No precipitation
31.05.2023 08:00,22.5,No precipitation
31.05.2023 05:00,19.2,No precipitation
31.05.2023 02:00,21.1,No precipitation
30.05.2023 23:00,22.1,No precipitation
30.05.2023 20:00,23.4,No precipitation
30.05.2023 17:00,25.9,
30.05.2023 14:00,25.0,0.8
30.05.2023 11:00,22.7,16
30.05.2023 08:00,19.6,24
30.05.2023 05:00,18.9,27
30.05.2023 02:00,19.1,32
29.05.2023 23:00,19.3,17
29.05.2023 20:00,19.6,8
29.05.2023 17:00,20.7,5
29.05.2023 14:00,23.5,No precipitation
29.05.2023 11:00,23.1,5
29.05.2023 08:00,19.8,4
29.05.2023 05:00,18.7,4
29.05.2023 02:00,18.6,4
28.05.2023 23:00,19.6,0.1
28.05.2023 20:00,20.8,No precipitation
28.05.2023 17:00,22.4,0.4
28.05.2023 14:00,22.2,2
28.05.2023 11:00,19.5,8
28.05.2023 08:00,18.0,9
28.05.2023 05:00,17.5,9
28.05.2023 02:00,17.5,18
27.05.2023 23:00,17.7,14
27.05.2023 20:00,18.3,13
27.05.2023 17:00,18.3,13
27.05.2023 14:00,18.9,3
27.05.2023 11:00,19.8,3
27.05.2023 08:00,19.6,4
27.05.2023 05:00,19.6,6
27.05.2023 02:00,19.6,5
26.05.2023 23:00,19.6,4
26.05.2023 20:00,19.8,2
26.05.2023 17:00,21.5,0.5
26.05.2023 14:00,25.0,No precipitation
26.05.2023 11:00,22.6,No precipitation
26.05.2023 08:00,21.3,No precipitation
26.05.2023 05:00,19.2,No precipitation
26.05.2023 02:00,19.5,No precipitation
25.05.2023 23:00,20.6,0.1
25.05.2023 20:00,21.2,0.3
25.05.2023 17:00,22.9,0.8
25.05.2023 14:00,20.9,0.8
25.05.2023 11:00,18.9,0.7
25.05.2023 08:00,17.9,0.5
25.05.2023 05:00,17.9,No precipitation
25.05.2023 02:00,17.7,No precipitation
24.05.2023 23:00,19.0,No precipitation
24.05.2023 20:00,22.0,No precipitation
24.05.2023 17:00,25.3,No precipitation
24.05.2023 14:00,24.7,No precipitation
24.05.2023 11:00,22.6,No precipitation
24.05.2023 08:00,20.8,No precipitation
24.05.2023 05:00,19.3,No precipitation
24.05.2023 02:00,20.1,No precipitation
23.05.2023 23:00,22.0,No precipitation
23.05.2023 20:00,23.5,No precipitation
23.05.2023 17:00,25.1,No precipitation
23.05.2023 14:00,25.8,No precipitation
23.05.2023 11:00,24.9,No precipitation
23.05.2023 08:00,21.4,No precipitation
23.05.2023 05:00,12.7,No precipitation
23.05.2023 02:00,14.1,No precipitation
22.05.2023 23:00,15.7,No precipitation
22.05.2023 20:00,21.2,No precipitation
22.05.2023 17:00,25.1,No precipitation
22.05.2023 14:00,24.9,No precipitation
22.05.2023 11:00,21.0,No precipitation
22.05.2023 08:00,16.8,3
22.05.2023 05:00,14.8,4
22.05.2023 02:00,14.2,6
21.05.2023 23:00,13.6,6
21.05.2023 20:00,14.5,4
21.05.2023 17:00,14.6,2
21.05.2023 14:00,15.5,0.3
21.05.2023 11:00,14.8,0.1
21.05.2023 08:00,16.3,0.1
21.05.2023 05:00,16.3,0.1
21.05.2023 02:00,20.5,No precipitation
20.05.2023 20:00,21.9,No precipitation
20.05.2023 17:00,24.0,No precipitation
20.05.2023 14:00,29.2,No precipitation
20.05.2023 11:00,31.3,No precipitation
20.05.2023 08:00,27.5,No precipitation
20.05.2023 05:00,24.7,No precipitation
20.05.2023 02:00,26.6,No precipitation
19.05.2023 23:00,27.6,No precipitation
19.05.2023 20:00,29.6,No precipitation
19.05.2023 17:00,31.3,No precipitation
19.05.2023 14:00,30.9,No precipitation
19.05.2023 11:00,26.3,No precipitation
19.05.2023 08:00,22.2,No precipitation
19.05.2023 05:00,21.0,No precipitation
19.05.2023 02:00,21.0,No precipitation
18.05.2023 23:00,22.0,No precipitation
18.05.2023 20:00,25.1,No precipitation
18.05.2023 17:00,27.8,No precipitation
18.05.2023 14:00,27.5,No precipitation
18.05.2023 11:00,25.6,No precipitation
18.05.2023 08:00,21.9,No precipitation
18.05.2023 05:00,21.8,No precipitation
18.05.2023 02:00,24.5,No precipitation
17.05.2023 23:00,28.4,No precipitation
17.05.2023 20:00,30.2,No precipitation
17.05.2023 17:00,33.0,No precipitation
17.05.2023 14:00,32.8,No precipitation
17.05.2023 11:00,29.8,0.2
17.05.2023 08:00,24.0,No precipitation
17.05.2023 05:00,20.7,No precipitation
17.05.2023 02:00,24.4,No precipitation
16.05.2023 23:00,24.4,No precipitation
16.05.2023 20:00,27.3,No precipitation
16.05.2023 17:00,29.1,No precipitation
16.05.2023 14:00,31.3,No precipitation
16.05.2023 11:00,29.8,No precipitation
16.05.2023 08:00,26.0,No precipitation
16.05.2023 05:00,25.1,No precipitation
16.05.2023 02:00,27.0,No precipitation
15.05.2023 23:00,28.4,No precipitation
15.05.2023 20:00,30.2,No precipitation
15.05.2023 17:00,33.1,No precipitation
15.05.2023 14:00,34.9,No precipitation
15.05.2023 11:00,32.5,No precipitation
15.05.2023 08:00,26.2,No precipitation
15.05.2023 05:00,19.3,No precipitation
15.05.2023 02:00,22.7,No precipitation
14.05.2023 23:00,26.1,No precipitation
14.05.2023 20:00,29.5,No precipitation
14.05.2023 17:00,33.3,No precipitation
14.05.2023 14:00,35.0,No precipitation
14.05.2023 11:00,31.7,No precipitation
14.05.2023 08:00,24.2,No precipitation
14.05.2023 05:00,16.8,No precipitation
14.05.2023 02:00,19.5,No precipitation
13.05.2023 23:00,23.6,No precipitation
13.05.2023 20:00,27.0,No precipitation
13.05.2023 17:00,29.9,No precipitation
13.05.2023 14:00,29.2,No precipitation
13.05.2023 11:00,26.8,No precipitation
13.05.2023 08:00,23.7,No precipitation
13.05.2023 05:00,22.4,No precipitation
13.05.2023 02:00,17.9,No precipitation
12.05.2023 23:00,23.0,No precipitation
12.05.2023 20:00,26.5,No precipitation
12.05.2023 17:00,31.6,No precipitation
12.05.2023 14:00,30.6,No precipitation
12.05.2023 11:00,27.5,No precipitation
12.05.2023 08:00,20.6,No precipitation
12.05.2023 05:00,14.0,No precipitation
12.05.2023 02:00,16.5,No precipitation
11.05.2023 23:00,19.6,No precipitation
11.05.2023 20:00,21.5,Trace of precipitation
11.05.2023 17:00,25.0,No precipitation
11.05.2023 14:00,24.7,No precipitation
11.05.2023 11:00,21.6,No precipitation
11.05.2023 08:00,18.6,No precipitation
11.05.2023 05:00,17.6,0.1
11.05.2023 02:00,17.6,0.1
10.05.2023 23:00,17.9,0.1
10.05.2023 20:00,18.2,0.1
10.05.2023 17:00,20.5,0.1
10.05.2023 14:00,20.8,0.2
10.05.2023 11:00,18.7,0.2
10.05.2023 08:00,17.1,0.2
10.05.2023 05:00,16.7,0.1
10.05.2023 02:00,18.4,No precipitation
09.05.2023 23:00,19.1,No precipitation
09.05.2023 20:00,20.8,No precipitation
09.05.2023 17:00,21.9,No precipitation
09.05.2023 14:00,22.6,No precipitation
09.05.2023 11:00,21.7,No precipitation
09.05.2023 08:00,19.0,No precipitation
09.05.2023 05:00,11.0,No precipitation
09.05.2023 02:00,12.4,No precipitation
08.05.2023 23:00,15.2,No precipitation
08.05.2023 20:00,20.9,No precipitation
08.05.2023 17:00,24.0,No precipitation
08.05.2023 14:00,24.2,No precipitation
08.05.2023 11:00,22.2,No precipitation
08.05.2023 08:00,19.1,No precipitation
08.05.2023 05:00,15.0,No precipitation
08.05.2023 02:00,15.8,No precipitation
07.05.2023 23:00,17.3,No precipitation
07.05.2023 20:00,20.4,No precipitation
07.05.2023 17:00,22.1,No precipitation
07.05.2023 14:00,23.2,No precipitation
07.05.2023 11:00,21.6,No precipitation
07.05.2023 08:00,17.4,No precipitation
07.05.2023 05:00,15.2,No precipitation
07.05.2023 02:00,15.1,No precipitation
06.05.2023 23:00,15.6,No precipitation
06.05.2023 20:00,16.0,No precipitation
06.05.2023 17:00,18.2,No precipitation
06.05.2023 14:00,18.7,No precipitation
06.05.2023 11:00,17.7,No precipitation
06.05.2023 08:00,16.8,No precipitation
06.05.2023 05:00,15.8,No precipitation
06.05.2023 02:00,15.7,No precipitation
05.05.2023 23:00,18.0,No precipitation
05.05.2023 20:00,19.1,No precipitation
05.05.2023 17:00,21.2,No precipitation
05.05.2023 14:00,22.1,No precipitation
05.05.2023 11:00,20.4,No precipitation
05.05.2023 08:00,18.8,No precipitation
05.05.2023 05:00,17.6,No precipitation
05.05.2023 02:00,17.6,0.2
04.05.2023 23:00,18.2,0.4
04.05.2023 20:00,19.0,0.6
04.05.2023 17:00,20.6,3
04.05.2023 14:00,19.8,6
04.05.2023 11:00,20.1,13
04.05.2023 08:00,18.3,21
04.05.2023 05:00,18.1,24
04.05.2023 02:00,18.6,29
03.05.2023 23:00,18.8,32
03.05.2023 20:00,19.0,28
03.05.2023 17:00,19.4,23
03.05.2023 14:00,19.7,18
03.05.2023 11:00,19.5,8
03.05.2023 08:00,19.4,4
03.05.2023 05:00,19.7,3
03.05.2023 02:00,22.0,No precipitation
02.05.2023 23:00,23.2,No precipitation
02.05.2023 20:00,24.5,No precipitation
02.05.2023 17:00,27.0,No precipitation
02.05.2023 14:00,26.9,No precipitation
02.05.2023 11:00,23.5,No precipitation
02.05.2023 08:00,19.2,No precipitation
02.05.2023 05:00,15.5,No precipitation
02.05.2023 02:00,20.1,No precipitation
01.05.2023 23:00,22.5,No precipitation
01.05.2023 20:00,24.9,No precipitation
01.05.2023 17:00,27.5,No precipitation
01.05.2023 14:00,28.1,No precipitation
01.05.2023 11:00,26.0,No precipitation
01.05.2023 08:00,21.1,No precipitation
01.05.2023 05:00,13.8,No precipitation
01.05.2023 02:00,17.4,No precipitation
30.04.2023 23:00,21.5,No precipitation
30.04.2023 20:00,23.4,No precipitation
30.04.2023 17:00,27.6,No precipitation
30.04.2023 14:00,28.6,No precipitation
30.04.2023 11:00,26.1,No precipitation
30.04.2023 08:00,17.1,No precipitation
30.04.2023 05:00,9.2,No precipitation
30.04.2023 02:00,11.6,No precipitation
29.04.2023 23:00,18.3,No precipitation
29.04.2023 20:00,19.6,No precipitation
29.04.2023 17:00,24.5,No precipitation
29.04.2023 14:00,22.9,No precipitation
29.04.2023 11:00,19.8,No precipitation
29.04.2023 08:00,16.1,No precipitation
29.04.2023 05:00,15.2,No precipitation
29.04.2023 02:00,16.1,No precipitation
28.04.2023 23:00,17.7,No precipitation
28.04.2023 20:00,20.5,0.4
28.04.2023 17:00,23.0,0.4
28.04.2023 14:00,24.1,0.4
28.04.2023 11:00,16.5,0.4
28.04.2023 08:00,16.9,No precipitation
28.04.2023 05:00,20.0,No precipitation
28.04.2023 02:00,17.8,No precipitation
27.04.2023 23:00,19.9,No precipitation
27.04.2023 20:00,22.2,No precipitation
27.04.2023 17:00,24.8,No precipitation
27.04.2023 14:00,25.0,No precipitation
27.04.2023 11:00,22.7,No precipitation
27.04.2023 08:00,17.6,No precipitation
27.04.2023 05:00,15.3,No precipitation
27.04.2023 02:00,17.3,No precipitation
26.04.2023 23:00,18.9,No precipitation
26.04.2023 20:00,21.3,No precipitation
26.04.2023 17:00,23.7,No precipitation
26.04.2023 14:00,23.6,No precipitation
26.04.2023 11:00,20.2,No precipitation
26.04.2023 08:00,15.6,No precipitation
26.04.2023 05:00,8.2,No precipitation
26.04.2023 02:00,9.1,No precipitation
25.04.2023 23:00,12.7,No precipitation
25.04.2023 20:00,19.4,No precipitation
25.04.2023 17:00,22.4,No precipitation
25.04.2023 14:00,19.6,No precipitation
25.04.2023 11:00,16.0,No precipitation
25.04.2023 08:00,11.1,No precipitation
25.04.2023 05:00,7.0,No precipitation
25.04.2023 02:00,8.9,No precipitation
24.04.2023 23:00,9.3,No precipitation
24.04.2023 20:00,9.7,0.6
24.04.2023 17:00,10.2,2
24.04.2023 14:00,9.9,3
24.04.2023 11:00,8.7,5
24.04.2023 08:00,8.1,11
24.04.2023 05:00,7.2,14
24.04.2023 02:00,7.2,17
23.04.2023 23:00,7.9,19
23.04.2023 20:00,7.3,14
23.04.2023 17:00,7.4,10
23.04.2023 14:00,7.7,7
23.04.2023 11:00,6.9,3
23.04.2023 08:00,6.7,4
23.04.2023 05:00,6.5,10
23.04.2023 02:00,6.5,14
22.04.2023 23:00,7.0,17
22.04.2023 20:00,6.8,20
22.04.2023 17:00,6.7,15
22.04.2023 14:00,7.0,11
22.04.2023 11:00,5.4,8
22.04.2023 08:00,6.2,2
22.04.2023 05:00,7.4,0.6
22.04.2023 02:00,8.5,No precipitation
21.04.2023 23:00,9.4,No precipitation
21.04.2023 20:00,10.9,0.5
21.04.2023 17:00,11.7,1
21.04.2023 14:00,11.8,1
21.04.2023 11:00,9.6,1
21.04.2023 08:00,10.9,0.9
21.04.2023 05:00,12.3,No precipitation
21.04.2023 02:00,13.7,No precipitation
20.04.2023 23:00,14.9,No precipitation
20.04.2023 20:00,15.8,No precipitation
20.04.2023 17:00,20.2,No precipitation
20.04.2023 14:00,23.6,No precipitation
20.04.2023 11:00,24.6,0.2
20.04.2023 08:00,22.3,No precipitation
20.04.2023 05:00,21.3,No precipitation
20.04.2023 02:00,22.2,No precipitation
19.04.2023 23:00,23.7,No precipitation
19.04.2023 20:00,25.5,No precipitation
19.04.2023 17:00,28.5,No precipitation
19.04.2023 14:00,28.3,No precipitation
19.04.2023 11:00,24.9,No precipitation
